8514900	8351530	8759805	8294652	33945072	33945100	33945072	33945100
8514900	8351530	8759808	8294652	33945076	33945104	33945076	33945104
8514900	8351530	8759808	8294636	33945060	33945104	33945060	33945104
8514902	8351530	8759808	8294636	33945064	33945104	33945064	33945104
8514902	8351513	8759808	8294636	33945044	33945104	33945044	33945104
8514902	8351513	8759825	8294636	33945064	33945108	33945064	33945108
8514902	8351513	8759825	8294644	33945072	33945104	33945072	33945104
8514994	8351513	8759825	8294644	33945164	33945104	33945164	33945104
8514994	8351462	8759825	8294644	33945112	33945104	33945112	33945104
8514994	8351462	8759832	8294644	33945116	33945100	33945116	33945100
8514994	8351462	8759832	8294656	33945128	33945100	33945128	33945100
8514980	8351462	8759832	8294656	33945116	33945104	33945116	33945104
8514980	8351468	8759832	8294656	33945120	33945104	33945120	33945104
8514980	8351468	8759795	8294656	33945084	33945096	33945084	33945096
8514980	8351468	8759795	8294671	33945096	33945096	33945096	33945096
8514977	8351468	8759795	8294671	33945096	33945096	33945096	33945096
8514977	8351475	8759795	8294671	33945104	33945096	33945104	33945096
8514977	8351475	8759794	8294671	33945104	33945096	33945104	33945096
8514977	8351475	8759794	8294674	33945104	33945100	33945104	33945100
8514985	8351475	8759794	8294674	33945112	33945100	33945112	33945100
8514985	8351499	8759794	8294674	33945136	33945100	33945136	33945100
8514985	8351499	8759804	8294674	33945148	33945104	33945148	33945104
8514985	8351499	8759804	8294680	33945152	33945100	33945152	33945100
8514959	8351499	8759804	8294680	33945128	33945100	33945128	33945100
8514959	8351510	8759804	8294680	33945140	33945100	33945140	33945100
8514959	8351510	8759804	8294680	33945140	33945104	33945140	33945104
8514959	8351510	8759804	8294696	33945156	33945108	33945156	33945108
8514960	8351510	8759804	8294696	33945156	33945104	33945156	33945104
8514960	8351478	8759804	8294696	33945124	33945108	33945124	33945108
8514960	8351478	8759788	8294696	33945108	33945112	33945108	33945112
8514960	8351478	8759788	8294695	33945104	33945112	33945104	33945112
8514954	8351478	8759788	8294695	33945100	33945108	33945100	33945108
8514954	8351475	8759788	8294695	33945096	33945120	33945096	33945120
8514954	8351475	8759824	8294695	33945136	33945116	33945136	33945116
8514954	8351475	8759824	8294676	33945116	33945120	33945116	33945120
8514937	8351475	8759824	8294676	33945096	33945124	33945096	33945124
8514937	8351453	8759824	8294676	33945076	33945116	33945076	33945116
8514937	8351453	8759828	8294676	33945080	33945120	33945080	33945120
8514937	8351453	8759828	8294665	33945068	33945116	33945068	33945116
8514951	8351453	8759828	8294665	33945080	33945120	33945080	33945120
8514951	8351463	8759828	8294665	33945092	33945116	33945092	33945116
8514951	8351463	8759815	8294665	33945080	33945116	33945080	33945116
8514951	8351463	8759815	8294687	33945104	33945120	33945104	33945120
8514953	8351463	8759815	8294687	33945104	33945116	33945104	33945116
8514953	8351501	8759815	8294687	33945144	33945112	33945144	33945112
8514953	8351501	8759831	8294687	33945160	33945116	33945160	33945116
8514953	8351501	8759831	8294689	33945160	33945116	33945160	33945116
8514950	8351501	8759831	8294689	33945156	33945116	33945156	33945116
8514950	8351512	8759831	8294689	33945168	33945120	33945168	33945120
8514950	8351512	8759828	8294689	33945164	33945116	33945164	33945116
8514950	8351512	8759828	8294690	33945164	33945120	33945164	33945120
8514949	8351512	8759828	8294690	33945164	33945116	33945164	33945116
8514949	8351512	8759828	8294690	33945164	33945116	33945164	33945116
8514949	8351512	8759817	8294690	33945152	33945120	33945152	33945120
8514949	8351512	8759817	8294682	33945144	33945120	33945144	33945120
8514963	8351512	8759817	8294682	33945160	33945120	33945160	33945120
8514963	8351500	8759817	8294682	33945148	33945120	33945148	33945120
8514963	8351500	8759831	8294682	33945160	33945124	33945160	33945124
8514963	8351500	8759831	8294672	33945152	33945128	33945152	33945128
8514988	8351500	8759831	8294672	33945176	33945128	33945176	33945128
8514988	8351483	8759831	8294672	33945160	33945132	33945160	33945132
8514988	8351483	8759832	8294672	33945160	33945136	33945160	33945136
8514988	8351483	8759832	8294684	33945172	33945140	33945172	33945140
8514987	8351483	8759832	8294684	33945172	33945140	33945172	33945140
8514987	8351505	8759832	8294684	33945192	33945144	33945192	33945144
8514987	8351505	8759819	8294684	33945180	33945148	33945180	33945148
8514987	8351505	8759819	8294711	33945208	33945144	33945208	33945144
8514987	8351505	8759819	8294711	33945208	33945152	33945208	33945152
8514987	8351502	8759819	8294711	33945208	33945156	33945208	33945156
8514987	8351502	8759819	8294711	33945208	33945156	33945208	33945156
8514987	8351502	8759819	8294725	33945220	33945160	33945220	33945160
8514975	8351502	8759819	8294725	33945208	33945160	33945208	33945160
8514975	8351543	8759819	8294725	33945248	33945168	33945248	33945168
8514975	8351543	8759811	8294725	33945240	33945176	33945240	33945176
8514975	8351543	8759811	8294704	33945220	33945184	33945220	33945184
8514955	8351543	8759811	8294704	33945200	33945176	33945200	33945176
8514955	8351541	8759811	8294704	33945200	33945180	33945200	33945180
8514955	8351541	8759827	8294704	33945216	33945184	33945216	33945184
8514955	8351541	8759827	8294677	33945188	33945184	33945188	33945184
8514949	8351541	8759827	8294677	33945180	33945184	33945180	33945184
8514949	8351550	8759827	8294677	33945188	33945184	33945188	33945184
8514949	8351550	8759814	8294677	33945176	33945192	33945176	33945192
8514949	8351550	8759814	8294654	33945152	33945196	33945152	33945196
8514977	8351550	8759814	8294654	33945180	33945196	33945180	33945196
8514977	8351541	8759814	8294654	33945172	33945192	33945172	33945192
8514977	8351541	8759831	8294654	33945188	33945188	33945188	33945188
8514977	8351541	8759831	8294654	33945188	33945196	33945188	33945196
8514971	8351541	8759831	8294654	33945184	33945192	33945184	33945192
8514971	8351511	8759831	8294654	33945152	33945196	33945152	33945196
8514971	8351511	8759844	8294654	33945164	33945192	33945164	33945192
8514971	8351511	8759844	8294661	33945172	33945196	33945172	33945196
8514988	8351511	8759844	8294661	33945192	33945192	33945192	33945192
8514988	8351513	8759844	8294661	33945192	33945196	33945192	33945196
8514988	8351513	8759827	8294661	33945176	33945192	33945176	33945192
8514988	8351513	8759827	8294671	33945184	33945188	33945184	33945188
8514991	8351513	8759827	8294671	33945184	33945192	33945184	33945192
8514991	8351523	8759827	8294671	33945200	33945192	33945200	33945192
8514991	8351523	8759819	8294671	33945192	33945192	33945192	33945192
8514991	8351523	8759819	8294648	33945168	33945188	33945168	33945188
8514971	8351523	8759819	8294648	33945148	33945184	33945148	33945184
8514971	8351489	8759819	8294648	33945112	33945184	33945112	33945184
8514971	8351489	8759819	8294648	33945112	33945180	33945112	33945180
8514971	8351489	8759819	8294645	33945108	33945180	33945108	33945180
8514946	8351489	8759819	8294645	33945084	33945176	33945084	33945176
8514946	8351462	8759819	8294645	33945056	33945176	33945056	33945176
8514946	8351462	8759804	8294645	33945040	33945168	33945040	33945168
8514946	8351462	8759804	8294668	33945064	33945164	33945064	33945164
8514950	8351462	8759804	8294668	33945068	33945160	33945068	33945160
8514950	8351463	8759804	8294668	33945072	33945152	33945072	33945152
8514950	8351463	8759803	8294668	33945072	33945148	33945072	33945148
8514950	8351463	8759803	8294672	33945076	33945148	33945076	33945148
8514976	8351463	8759803	8294672	33945100	33945144	33945100	33945144
8514976	8351453	8759803	8294672	33945092	33945144	33945092	33945144
8514976	8351453	8759805	8294672	33945092	33945144	33945092	33945144
8514976	8351453	8759805	8294652	33945072	33945132	33945072	33945132
8514975	8351453	8759805	8294652	33945072	33945128	33945072	33945128
8514975	8351464	8759805	8294652	33945084	33945120	33945084	33945120
8514975	8351464	8759804	8294652	33945080	33945116	33945080	33945116
8514975	8351464	8759804	8294687	33945116	33945116	33945116	33945116
8514965	8351464	8759804	8294687	33945104	33945116	33945104	33945116
8514965	8351494	8759804	8294687	33945136	33945112	33945136	33945112
8514965	8351494	8759798	8294687	33945128	33945112	33945128	33945112
8514965	8351494	8759798	8294713	33945156	33945108	33945156	33945108
8514980	8351494	8759798	8294713	33945168	33945104	33945168	33945104
8514980	8351474	8759798	8294713	33945152	33945100	33945152	33945100
8514980	8351474	8759798	8294713	33945152	33945096	33945152	33945096
